PODATE,POTYPE,WP,CUSTNAME,PONO,ITEMNO,MATNO,MATNAME,POQTY,DELIVERYDATE,DEVERYQTY,Delivery Status
2021.06.15,OR30,DB20,?滌嫚?レ晫?ろ厡??1781439,130,1000886,ILBAN B 72 INCH ??20,2021.06.15,20,?╉拡?勲,,
2021.06.15,OR10,DB10,?欖澕膦呿暕氍检偘,1781482,120,1000886,ILBAN B 72 INCH ??20,2021.06.15,20,?╉拡?勲,
2021.06.15,OR30,DB20,(欤? ?犿潵?措Μ?岉伂,1781486,10,1000886,ILBAN B 72 INCH ??20,2021.06.15,20,?╉拡?勲,
2021.06.15,OR30,DB20,?欖澕?轨垬瓿犽氩姼,1781687,50,1000886,ILBAN B 72 INCH ??20,2021.06.15,20,?╉拡?勲,
2021.06.15,OR30,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1781717,20,1000886,ILBAN B 72 INCH ??20,2021.06.15,20,?╉拡?勲,
2021.06.15,OR10,DB40,???欖澕,1781910,10,1000886,ILBAN B 72 INCH ??6,2021.06.15,6,?╉拡?勲,
2021.06.16,OR10,DB20,?滌劚?侁车(欤?,1782052,40,1000886,ILBAN B 72 INCH ??2,2021.06.16,2,?╉拡?勲,
2021.06.16,OR30,DB40,?欖澕?奠儊,1782242,30,1000886,ILBAN B 72 INCH ??20,2021.06.16,20,?╉拡?勲,
2021.06.17,EX10,OS40,"DRB AMERICA, INC.",1782512,4600,1005960,ILBAN B 72 INCH OHS EX,187,2021.08.30,187,?╉拡?勲
2021.06.17,OR10,DB10,欤检嫕?岇偓 ?欖澕旖橂矤?挫偘??1782663,10,1000886,ILBAN B 72 INCH ??3,2021.06.17,3,?╉拡?勲,,
2021.06.17,OR10,DB20,?胳檿?办梾,1782767,10,1000886,ILBAN B 72 INCH ??20,2021.06.17,20,?╉拡?勲,
2021.06.17,OR10,DB20,?リ淡膦呿暕?侁车??1782868,20,1000886,ILBAN B 72 INCH ??20,2021.06.17,20,?╉拡?勲,,
2021.06.18,OR30,DB20,?旍劚氍检偘,1783182,50,1000886,ILBAN B 72 INCH ??20,2021.06.18,20,?╉拡?勲,
2021.06.18,OR10,DB40,?欖澕?奠儊,1783204,130,1000886,ILBAN B 72 INCH ??5,2021.06.18,5,?╉拡?勲,
2021.06.18,OR10,DB10,?欖澕氩姼?侅偓,1783268,70,1000886,ILBAN B 72 INCH ??40,2021.06.18,40,?╉拡?勲,
2021.06.18,OR10,DB20,?犾毎旮办梾,1783273,40,1000886,ILBAN B 72 INCH ??4,2021.06.18,4,?╉拡?勲,
2021.06.18,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1783289,40,1000886,ILBAN B 72 INCH ??40,2021.06.18,40,?╉拡?勲,,
2021.06.19,OR10,DB40,?欖澕氩姼??1783402,30,1000886,ILBAN B 72 INCH ??40,2021.06.19,40,?╉拡?勲,,
2021.06.21,OR30,DB20,?胳檿?办梾,1783426,20,1000886,ILBAN B 72 INCH ??20,2021.06.21,20,?╉拡?勲,
2021.06.21,OR10,DB20,歆勴潵?侅偓,1783482,30,1000886,ILBAN B 72 INCH ??20,2021.06.21,20,?╉拡?勲,
2021.06.21,OR30,DB20,欤检嫕?岇偓 ?胳檿?侅偓,1783513,10,1000886,ILBAN B 72 INCH ??40,2021.06.21,40,?╉拡?勲,
2021.06.21,OR10,DB10,?膘毎?侅偓,1783577,80,1000886,ILBAN B 72 INCH ??20,2021.06.21,20,?╉拡?勲,
2021.06.21,OR10,DB20,?欖澕?办梾,1783815,40,1000886,ILBAN B 72 INCH ??20,2021.06.21,20,?╉拡?勲,
2021.06.22,OR10,DB10,攵�?勳儊???滊┐),1784052,10,1000886,ILBAN B 72 INCH ??10,2021.06.22,10,?╉拡?勲,
2021.06.22,OR10,DB10,?膘毎?侅偓,1784261,930,1000886,ILBAN B 72 INCH ??40,2021.06.22,40,?╉拡?勲,
2021.06.22,OR10,DB20,(欤?臁办澕?侁车,1784268,50,1000886,ILBAN B 72 INCH ??4,2021.06.22,4,?╉拡?勲,
2021.06.22,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1784391,10,1000886,ILBAN B 72 INCH ??60,2021.06.22,60,?╉拡?勲,
2021.06.23,OR10,DB10,?滉淡氩姼?办梾旮瓣硠,1784643,30,1000886,ILBAN B 72 INCH ??10,2021.06.23,10,?╉拡?勲,
2021.06.23,OR10,DB10,?欖澕氩姼(?胳偘),1784670,10,1000886,ILBAN B 72 INCH ??10,2021.06.23,10,?╉拡?勲,
2021.06.23,OR30,DB20,?レ??1784725,40,1000886,ILBAN B 72 INCH ??3,2021.06.23,3,?╉拡?勲,,
2021.06.23,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1784883,40,1000886,ILBAN B 72 INCH ??10,2021.06.23,10,?╉拡?勲,
2021.06.24,OR10,DB10,?犾澕?侅偓,1785151,1010,1000886,ILBAN B 72 INCH ??40,2021.06.24,40,?╉拡?勲,
2021.06.24,OR10,DB20,(欤??柬潵?曤??旐暀,1785296,60,1000886,ILBAN B 72 INCH ??5,2021.06.24,5,?╉拡?勲,
2021.06.25,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1785515,110,1000886,ILBAN B 72 INCH ??10,2021.06.25,10,?╉拡?勲,
2021.06.25,OR10,DB10,?欖澕膦呿暕氍检偘,1785567,30,1000886,ILBAN B 72 INCH ??20,2021.06.25,20,?╉拡?勲,
2021.06.25,OR10,DB20,(欤??柬潵?曤??旐暀,1785692,10,1000886,ILBAN B 72 INCH ??10,2021.06.25,10,?╉拡?勲,
2021.06.25,OR10,DB10,?�毳欖?╈儊??1785733,30,1000886,ILBAN B 72 INCH ??20,2021.06.25,20,?╉拡?勲,,
2021.06.25,OR10,DB40,???欖澕,1785746,30,1000886,ILBAN B 72 INCH ??2,2021.06.25,2,?╉拡?勲,
2021.06.26,OR30,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1785915,10,1000886,ILBAN B 72 INCH ??40,2021.06.26,40,?╉拡?勲,
2021.06.26,OR30,DB20,欤检嫕?岇偓 ?彪炒?办梾??1785950,80,1000886,ILBAN B 72 INCH ??20,2021.06.26,20,?╉拡?勲,,
2021.06.28,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1785955,60,1000886,ILBAN B 72 INCH ??10,2021.06.28,10,?╉拡?勲,
2021.06.28,EX10,OS10,"DONGIL RUBBER BELT JAPAN CO., LTD.",1785969,300,1005960,ILBAN B 72 INCH OHS EX,62,2021.08.25,62,?╉拡?勲
2021.06.28,OR10,DB20,?滍暅?燫&B,1785995,50,1000886,ILBAN B 72 INCH ??80,2021.06.28,80,?╉拡?勲,
2021.06.28,OR10,DB40,?欖澕氩姼??1786129,100,1000886,ILBAN B 72 INCH ??20,2021.06.28,20,?╉拡?勲,,
2021.06.28,OR10,DB20,?滌嫚?レ晫?ろ厡??1786143,500,1000886,ILBAN B 72 INCH ??5,2021.06.28,5,?╉拡?勲,,
2021.06.28,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1786328,20,1000886,ILBAN B 72 INCH ??20,2021.06.28,20,?╉拡?勲,
2021.06.28,OR10,DB40,?欖澕氩姼齑濏寪,1786343,30,1000886,ILBAN B 72 INCH ??5,2021.06.28,5,?╉拡?勲,
2021.06.29,OR10,DB10,?欖澕膦呿暕?侅偓,1786510,20,1000886,ILBAN B 72 INCH ??20,2021.06.29,20,?╉拡?勲,
2021.06.29,OR10,DB10,?欖澕?缄磻?办梾,1786584,240,1000886,ILBAN B 72 INCH ??40,2021.06.29,40,?╉拡?勲,
2021.06.29,OR10,DB20,?�?滊波??1786668,10,1000886,ILBAN B 72 INCH ??20,2021.06.29,20,?╉拡?勲,,
2021.06.29,OR30,DB10,?欖澕氩姼?侅偓,1786677,20,1000886,ILBAN B 72 INCH ??40,2021.06.29,40,?╉拡?勲,
2021.06.30,OR10,DB40,?欖澕膦呿暕?岉伂,1787045,10,1000886,ILBAN B 72 INCH ??5,2021.06.30,5,?╉拡?勲,
2021.06.30,OR10,DB40,?欖澕氩姼??1787196,20,1000886,ILBAN B 72 INCH ??20,2021.06.30,20,?╉拡?勲,,
2021.06.30,OR10,DB40,???欖澕,1787274,30,1000886,ILBAN B 72 INCH ??22,2021.06.30,22,?╉拡?勲,
2021.06.30,OR10,DB40,?欖澕氩姼??1787294,60,1000886,ILBAN B 72 INCH ??60,2021.06.30,60,?╉拡?勲,,
2021.07.01,OR30,DB20,?滌嫚?レ晫?ろ厡??1787320,160,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,,
2021.07.01,OR10,DB10,氚橂弰?侅偓,1787337,210,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.01,OR30,DB20,氩旍毎?奠儊,1787343,20,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.01,OR30,DB20,(欤? ?犿潵?措Μ?岉伂,1787362,120,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.01,OR30,DB20,?リ淡膦呿暕?侁车??1787397,160,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,,
2021.07.01,OR10,DB10,?犾澕?侅偓,1787510,20,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.01,OR10,DB40,?欖澕氩姼??1787546,70,1000886,ILBAN B 72 INCH ??40,2021.07.01,40,?╉拡?勲,,
2021.07.01,OR10,DB40,?欖澕?奠儊,1787561,300,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.01,EX20,UB10,?犽媹?波??1787685,30,1000886,ILBAN B 72 INCH ??50,2021.07.01,50,?╉拡?勲,,
2021.07.01,OR10,DB40,???欖澕,1787880,30,1000886,ILBAN B 72 INCH ??20,2021.07.01,20,?╉拡?勲,
2021.07.02,OR10,DB10,攵�?勳儊???滊┐),1787965,40,1000886,ILBAN B 72 INCH ??2,2021.07.02,2,?╉拡?勲,
2021.07.02,OR10,DB10,?欖澕氩姼?侅偓,1788266,20,1000886,ILBAN B 72 INCH ??40,2021.07.02,40,?╉拡?勲,
2021.07.05,OR10,DB40,?欖澕氩姼??1788479,150,1000886,ILBAN B 72 INCH ??10,2021.07.05,10,?╉拡?勲,,
2021.07.05,OR10,DB10,(欤??欖枒 E N G,1788505,50,1000886,ILBAN B 72 INCH ??20,2021.07.05,20,?╉拡?勲,
2021.07.05,OR10,DB40,?欖澕氩姼??1788533,10,1000886,ILBAN B 72 INCH ??52,2021.07.05,52,?╉拡?勲,,
2021.07.05,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1788557,10,1000886,ILBAN B 72 INCH ??3,2021.07.05,3,?╉拡?勲,
2021.07.05,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1788559,290,1000886,ILBAN B 72 INCH ??15,2021.07.05,15,?╉拡?勲,
2021.07.05,OR10,DB20,觳滌晥?欖澕氩姼,1788564,120,1000886,ILBAN B 72 INCH ??5,2021.07.05,5,?╉拡?勲,
2021.07.05,OR30,CS40,?欖澕?办梾(?滌矞),1788637,10,1000886,ILBAN B 72 INCH ??20,2021.07.05,20,?╉拡?勲,
2021.07.06,OR10,DB10,?欖澕膦呿暕?侅偓,1789062,70,1000886,ILBAN B 72 INCH ??20,2021.07.06,20,?╉拡?勲,
2021.07.06,OR30,DB20,?胳檿?办梾,1789235,10,1000886,ILBAN B 72 INCH ??20,2021.07.06,20,?╉拡?勲,
2021.07.06,OR30,DB40,?欖澕?奠儊,1789336,10,1000886,ILBAN B 72 INCH ??40,2021.07.06,40,?╉拡?勲,
2021.07.06,OR10,DB10,?膘毎?侅偓,1789401,70,1000886,ILBAN B 72 INCH ??10,2021.07.06,10,?╉拡?勲,
2021.07.07,OR10,DB20,?滉父?办梾,1789599,350,1000886,ILBAN B 72 INCH ??2,2021.07.07,2,?╉拡?勲,
2021.07.07,OR10,DB20,?犾毎旮办梾,1789701,20,1000886,ILBAN B 72 INCH ??6,2021.07.07,6,?╉拡?勲,
2021.07.07,OR10,DB20,?滌嫚?レ晫?ろ厡??1789730,30,1000886,ILBAN B 72 INCH ??4,2021.07.07,4,?╉拡?勲,,
2021.07.07,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1789737,30,1000886,ILBAN B 72 INCH ??40,2021.07.07,40,?╉拡?勲,,
2021.07.07,OR10,DB20,(欤??柬潵?曤??旐暀,1789792,70,1000886,ILBAN B 72 INCH ??10,2021.07.07,10,?╉拡?勲,
2021.07.08,OR10,DB10,?膘毎?侅偓,1790088,70,1000886,ILBAN B 72 INCH ??20,2021.07.08,20,?╉拡?勲,
2021.07.08,OR30,DB20,?滌嫚?レ晫?ろ厡??1790188,10,1000886,ILBAN B 72 INCH ??20,2021.07.08,20,?╉拡?勲,,
2021.07.08,OR10,DB20,?胳檿?办梾,1790223,120,1000886,ILBAN B 72 INCH ??5,2021.07.08,5,?╉拡?勲,
2021.07.08,OR30,DB20,?欖澕?轨垬瓿犽氩姼,1790261,30,1000886,ILBAN B 72 INCH ??10,2021.07.08,10,?╉拡?勲,
2021.07.08,OR10,DB20,?胳檿?办梾,1790342,20,1000886,ILBAN B 72 INCH ??20,2021.07.08,20,?╉拡?勲,
2021.07.08,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1790377,10,1000886,ILBAN B 72 INCH ??10,2021.07.08,10,?╉拡?勲,,
2021.07.08,OR30,DB20,?旍劚氍检偘,1790413,20,1000886,ILBAN B 72 INCH ??20,2021.07.08,20,?╉拡?勲,
2021.07.09,OR10,DB10,?膘毎?侅偓,1790527,110,1000886,ILBAN B 72 INCH ??20,2021.07.09,20,?╉拡?勲,
2021.07.09,OR10,DB40,?欖澕?奠儊,1790571,40,1000886,ILBAN B 72 INCH ??20,2021.07.09,20,?╉拡?勲,
2021.07.09,OR10,DB40,?欖澕氩姼??1790685,80,1000886,ILBAN B 72 INCH ??40,2021.07.09,40,?╉拡?勲,,
2021.07.09,OR10,DB40,???欖澕,1790752,20,1000886,ILBAN B 72 INCH ??16,2021.07.09,16,?╉拡?勲,
2021.07.09,OR30,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1790765,10,1000886,ILBAN B 72 INCH ??3,2021.07.09,3,?╉拡?勲,
2021.07.09,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1790769,80,1000886,ILBAN B 72 INCH ??5,2021.07.09,5,?╉拡?勲,
2021.07.09,OR10,DB20,?胳檿?办梾,1790882,20,1000886,ILBAN B 72 INCH ??20,2021.07.09,20,?╉拡?勲,
2021.07.09,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1790885,30,1000886,ILBAN B 72 INCH ??5,2021.07.09,5,?╉拡?勲,
2021.07.09,OR10,DB40,?欖澕?奠儊,1790930,30,1000886,ILBAN B 72 INCH ??10,2021.07.09,10,?╉拡?勲,
2021.07.12,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1791254,30,1000886,ILBAN B 72 INCH ??20,2021.07.12,20,?╉拡?勲,
2021.07.13,OR10,DB20,?滌劚?侁车(欤?,1791534,40,1000886,ILBAN B 72 INCH ??4,2021.07.13,4,?╉拡?勲,
2021.07.13,OR10,DB10,?欖澕氩姼(甏戩＜),1791689,10,1000886,ILBAN B 72 INCH ??100,2021.07.13,100,?╉拡?勲,
2021.07.13,OR10,DB40,???欖澕,1791821,10,1000886,ILBAN B 72 INCH ??5,2021.07.13,5,?╉拡?勲,
2021.07.14,OR10,DB10,?欖澕膦呿暕氍检偘,1792154,60,1000886,ILBAN B 72 INCH ??20,2021.07.14,20,?╉拡?勲,
2021.07.14,OR10,DB40,?欖澕?奠儊,1792268,20,1000886,ILBAN B 72 INCH ??20,2021.07.14,20,?╉拡?勲,
2021.07.14,OR30,DB20,?レ??1792344,20,1000886,ILBAN B 72 INCH ??10,2021.07.14,10,?╉拡?勲,,
2021.07.14,OR10,DB10,?滌澕氚旍毎 欤检嫕?岇偓,1792358,50,1000886,ILBAN B 72 INCH ??10,2021.07.14,10,?╉拡?勲,
2021.07.14,OR10,DB10,?膘毎?侅偓,1792442,100,1000886,ILBAN B 72 INCH ??10,2021.07.14,10,?╉拡?勲,
2021.07.14,OR30,DB20,?胳檿?办梾,1792515,10,1000886,ILBAN B 72 INCH ??40,2021.07.14,40,?╉拡?勲,
2021.07.15,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1792603,30,1000886,ILBAN B 72 INCH ??6,2021.07.15,6,?╉拡?勲,,
2021.07.15,OR10,DB10,?欖澕?缄磻?办梾,1792649,130,1000886,ILBAN B 72 INCH ??20,2021.07.15,20,?╉拡?勲,
2021.07.15,OR10,DB40,?欖澕?奠儊,1792669,240,1000886,ILBAN B 72 INCH ??10,2021.07.15,10,?╉拡?勲,
2021.07.15,OR10,DB40,?欖澕?奠儊,1792752,50,1000886,ILBAN B 72 INCH ??3,2021.07.15,3,?╉拡?勲,
2021.07.15,OR10,DB10,?欖澕氩姼?侅偓,1792772,30,1000886,ILBAN B 72 INCH ??40,2021.07.15,40,?╉拡?勲,
2021.07.15,OR10,DB40,?欖澕氩姼??1792797,10,1000886,ILBAN B 72 INCH ??60,2021.07.15,60,?╉拡?勲,,
2021.07.15,OR10,DB20,?滌劚?侁车(欤?,1792903,30,1000886,ILBAN B 72 INCH ??2,2021.07.15,2,?╉拡?勲,
2021.07.15,OR10,DB10,?欖澕?缄磻?办梾,1793074,410,1000886,ILBAN B 72 INCH ??20,2021.07.15,20,?╉拡?勲,
2021.07.16,OR10,DB10,?欖澕?缄磻?办梾,1793383,10,1000886,ILBAN B 72 INCH ??50,2021.07.16,50,?╉拡?勲,
2021.07.16,OR10,DB10,?膘毎?侅偓,1793409,60,1000886,ILBAN B 72 INCH ??10,2021.07.16,10,?╉拡?勲,
2021.07.16,OR10,DB20,?滌嫚?レ晫?ろ厡??1793458,10,1000886,ILBAN B 72 INCH ??4,2021.07.16,4,?╉拡?勲,,
2021.07.16,OR10,DB40,?欖澕?奠儊,1793522,10,1000886,ILBAN B 72 INCH ??40,2021.07.16,40,?╉拡?勲,
2021.07.17,OR30,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1793546,10,1000886,ILBAN B 72 INCH ??40,2021.07.17,40,?╉拡?勲,
2021.07.19,OR30,DB20,?滌榿?办梾??1793764,10,1000886,ILBAN B 72 INCH ??20,2021.07.19,20,?╉拡?勲,,
2021.07.19,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1793951,40,1000886,ILBAN B 72 INCH ??20,2021.07.19,20,?╉拡?勲,
2021.07.19,OR10,DB10,?欖澕?侁车??1793956,20,1000886,ILBAN B 72 INCH ??20,2021.07.19,20,?╉拡?勲,,
2021.07.19,OR10,DB10,?欖澕?缄磻?办梾,1794080,270,1000886,ILBAN B 72 INCH ??60,2021.07.19,60,?╉拡?勲,
2021.07.20,OR10,DB10,?膘毎?侅偓,1794275,140,1000886,ILBAN B 72 INCH ??20,2021.07.20,20,?╉拡?勲,
2021.07.21,OR30,DB40,???欖澕,1794623,20,1000886,ILBAN B 72 INCH ??10,2021.07.21,10,?╉拡?勲,
2021.07.21,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1794960,60,1000886,ILBAN B 72 INCH ??40,2021.07.21,40,?╉拡?勲,
2021.07.21,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1795024,50,1000886,ILBAN B 72 INCH ??40,2021.07.21,40,?╉拡?勲,,
2021.07.22,OR10,DB40,???欖澕,1795219,130,1000886,ILBAN B 72 INCH ??10,2021.07.22,10,?╉拡?勲,
2021.07.22,OR10,DB40,?欖澕?奠儊,1795353,20,1000886,ILBAN B 72 INCH ??20,2021.07.22,20,?╉拡?勲,
2021.07.22,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1795443,80,1000886,ILBAN B 72 INCH ??20,2021.07.22,20,?╉拡?勲,
2021.07.22,OR10,DB40,???欖澕,1795481,60,1000886,ILBAN B 72 INCH ??10,2021.07.22,10,?╉拡?勲,
2021.07.22,OR10,DB20,觳滌晥?欖澕氩姼,1795496,20,1000886,ILBAN B 72 INCH ??20,2021.07.22,20,?╉拡?勲,
2021.07.23,OR30,DB20,?滌榿?办梾??1795633,40,1000886,ILBAN B 72 INCH ??20,2021.07.23,20,?╉拡?勲,,
2021.07.23,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1795749,20,1000886,ILBAN B 72 INCH ??3,2021.07.23,3,?╉拡?勲,
2021.07.23,OR10,DB10,?膘毎?侅偓,1795814,980,1000886,ILBAN B 72 INCH ??40,2021.07.23,40,?╉拡?勲,
2021.07.23,OR10,DB40,?欖澕氩姼??1795828,90,1000886,ILBAN B 72 INCH ??10,2021.07.23,10,?╉拡?勲,,
2021.07.23,OR30,DB20,瓯办劚?办梾,1796019,10,1000886,ILBAN B 72 INCH ??20,2021.07.23,20,?╉拡?勲,
2021.07.23,OR30,DB20,?滌嫚?レ晫?ろ厡??1796036,40,1000886,ILBAN B 72 INCH ??20,2021.07.23,20,?╉拡?勲,,
2021.07.23,OR10,DB40,???欖澕,1796058,130,1000886,ILBAN B 72 INCH ??60,2021.07.23,60,?╉拡?勲,
2021.07.26,OR10,DB10,?欖澕氩姼?侅偓,1796164,40,1000886,ILBAN B 72 INCH ??40,2021.07.26,40,?╉拡?勲,
2021.07.26,OR10,DB20,?�?滊波??1796448,60,1000886,ILBAN B 72 INCH ??40,2021.07.26,40,?╉拡?勲,,
2021.07.26,OR10,DB10,?欖澕?缄磻?办梾,1796658,160,1000886,ILBAN B 72 INCH ??20,2021.07.26,20,?╉拡?勲,
2021.07.27,OR10,DB20,?欖澕?侅偓(旯�??,1796775,20,1000886,ILBAN B 72 INCH ??20,2021.07.27,20,?╉拡?勲,
2021.07.27,OR10,DB20,(欤??柬潵?曤??旐暀,1796890,10,1000886,ILBAN B 72 INCH ??30,2021.07.27,30,?╉拡?勲,
2021.07.27,OR10,DB20,?滍暅?燫&B,1796920,10,1000886,ILBAN B 72 INCH ??5,2021.07.27,5,?╉拡?勲,
2021.07.27,OR10,DB20,?旍劚氍检偘,1796957,30,1000886,ILBAN B 72 INCH ??11,2021.07.27,11,?╉拡?勲,
2021.07.27,OR10,DB20,?滌嫚?レ晫?ろ厡??1796976,20,1000886,ILBAN B 72 INCH ??12,2021.07.27,12,?╉拡?勲,,
2021.07.27,OR30,DB20,?旍劚氍检偘,1797061,20,1000886,ILBAN B 72 INCH ??20,2021.07.27,20,?╉拡?勲,
2021.07.27,OR10,DB40,?欖澕氩姼??1797097,40,1000886,ILBAN B 72 INCH ??40,2021.07.27,40,?╉拡?勲,,
2021.07.28,OR30,DB20,(欤? ?犿潵?措Μ?岉伂,1797327,10,1000886,ILBAN B 72 INCH ??10,2021.07.28,10,?╉拡?勲,
2021.07.28,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1797417,30,1000886,ILBAN B 72 INCH ??10,2021.07.28,10,?╉拡?勲,
2021.07.29,OR10,DB40,???欖澕,1797682,30,1000886,ILBAN B 72 INCH ??60,2021.07.29,60,?╉拡?勲,
2021.07.29,OR10,DB40,?欖澕?奠儊,1798025,110,1000886,ILBAN B 72 INCH ??3,2021.07.29,3,?╉拡?勲,
2021.07.29,OR10,DB10,?欖澕?缄磻?办梾,1798084,130,1000886,ILBAN B 72 INCH ??20,2021.07.29,20,?╉拡?勲,
2021.07.30,OR30,DB20,?滌嫚?レ晫?ろ厡??1798127,40,1000886,ILBAN B 72 INCH ??20,2021.07.30,20,?╉拡?勲,,
2021.07.30,OR10,DB10,?欖澕氩姼?侅偓,1798365,30,1000886,ILBAN B 72 INCH ??20,2021.07.30,20,?╉拡?勲,
2021.07.30,OR10,DB20,?レ??1798379,110,1000886,ILBAN B 72 INCH ??2,2021.07.30,2,?╉拡?勲,,
2021.08.02,OR10,DB20,?滌嫚?レ晫?ろ厡??1798515,40,1000886,ILBAN B 72 INCH ??2,2021.08.09,2,?╉拡?勲,,
2021.08.02,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1798522,70,1000886,ILBAN B 72 INCH ??6,2021.08.02,6,?╉拡?勲,,
2021.08.02,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1798564,10,1000886,ILBAN B 72 INCH ??5,2021.08.02,5,?╉拡?勲,
2021.08.02,OR10,DB20,?�?滊波??1798582,70,1000886,ILBAN B 72 INCH ??10,2021.08.02,10,?╉拡?勲,,
2021.08.03,OR10,DB20,觳滌晥?欖澕氩姼,1798731,40,1000886,ILBAN B 72 INCH ??10,2021.08.03,10,?╉拡?勲,
2021.08.03,OR10,DB40,?欖澕膦呿暕?岉伂,1798743,50,1000886,ILBAN B 72 INCH ??10,2021.08.03,10,?╉拡?勲,
2021.08.03,OR10,DB20,?滉父?办梾,1798773,260,1000886,ILBAN B 72 INCH ??5,2021.08.03,5,?╉拡?勲,
2021.08.03,OR10,DB40,?欖澕?奠儊,1798777,560,1000886,ILBAN B 72 INCH ??20,2021.08.09,20,?╉拡?勲,
2021.08.03,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1798785,20,1000886,ILBAN B 72 INCH ??10,2021.08.03,10,?╉拡?勲,,
2021.08.04,OR10,DB40,?欖澕氩姼??1798958,40,1000886,ILBAN B 72 INCH ??40,2021.08.04,40,?╉拡?勲,,
2021.08.04,OR10,DB40,???欖澕,1798963,40,1000886,ILBAN B 72 INCH ??3,2021.08.04,3,?╉拡?勲,
2021.08.04,OR10,DB40,?欖澕氩姼??1799035,30,1000886,ILBAN B 72 INCH ??20,2021.08.04,20,?╉拡?勲,,
2021.08.04,OR10,DB10,?膘毎?侅偓,1799048,60,1000886,ILBAN B 72 INCH ??20,2021.08.04,20,?╉拡?勲,
2021.08.05,OR10,DB10,?膘毎?侅偓,1799199,140,1000886,ILBAN B 72 INCH ??20,2021.08.05,20,?╉拡?勲,
2021.08.05,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1799215,40,1000886,ILBAN B 72 INCH ??9,2021.08.05,9,?╉拡?勲,
2021.08.05,OR10,DB40,???欖澕,1799228,380,1000886,ILBAN B 72 INCH ??5,2021.08.05,5,?╉拡?勲,
2021.08.05,OR10,DB10,?欖澕氩姼?侅偓,1799249,60,1000886,ILBAN B 72 INCH ??20,2021.08.05,20,?╉拡?勲,
2021.08.06,OR30,DB20,氩旍毎?奠儊,1799408,10,1000886,ILBAN B 72 INCH ??20,2021.08.06,20,?╉拡?勲,
2021.08.06,OR10,DB10,?欖澕氩姼?侅偓,1799459,60,1000886,ILBAN B 72 INCH ??20,2021.08.06,20,?╉拡?勲,
2021.08.06,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1799479,20,1000886,ILBAN B 72 INCH ??10,2021.08.06,10,?╉拡?勲,
2021.08.06,OR10,DB40,?欖澕氩姼??1799652,80,1000886,ILBAN B 72 INCH ??20,2021.08.06,20,?╉拡?勲,,
2021.08.06,OR10,DB10,?欖澕氩姼?侅偓,1799672,20,1000886,ILBAN B 72 INCH ??20,2021.08.06,20,?╉拡?勲,
2021.08.06,OR10,DB10,?欖澕膦呿暕?侅偓,1799682,50,1000886,ILBAN B 72 INCH ??20,2021.08.06,20,?╉拡?勲,
2021.08.06,OR10,DB20,?滌劚?侁车(欤?,1799708,30,1000886,ILBAN B 72 INCH ??2,2021.08.06,2,?╉拡?勲,
2021.08.07,OR10,DB10,?欖澕氩姼(?胳偘),1799752,30,1000886,ILBAN B 72 INCH ??10,2021.08.07,10,?╉拡?勲,
