PODATE,POTYPE,WP,CUSTNAME,PONO,ITEMNO,MATNO,MATNAME,POQTY,DELIVERYDATE,DEVERYQTY,Delivery Status
2021.08.18,OR30,DB10,?欖澕氩姼?侅偓,1803639,10,1000886,ILBAN B 72 INCH ??60,2021.08.18,60,?╉拡?勲,
2021.08.19,OR30,DB20,?滌嫚?レ晫?ろ厡??1803800,10,1000886,ILBAN B 72 INCH ??21,2021.08.19,21,?╉拡?勲,,
2021.08.19,OR10,DB20,?滌榿?办梾??1803885,40,1000886,ILBAN B 72 INCH ??19,2021.08.19,19,?╉拡?勲,,
2021.08.19,OR10,DB10,?膘毎?侅偓,1803905,70,1000886,ILBAN B 72 INCH ??10,2021.08.19,10,?╉拡?勲,
2021.08.19,OR10,DB40,?欖澕?奠儊,1803992,30,1000886,ILBAN B 72 INCH ??60,2021.08.19,60,?╉拡?勲,
2021.08.19,OR10,DB20,?レ??1804069,40,1000886,ILBAN B 72 INCH ??20,2021.08.19,20,?╉拡?勲,,
2021.08.19,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1804174,10,1000886,ILBAN B 72 INCH ??20,2021.08.19,20,?╉拡?勲,
2021.08.20,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1804507,20,1000886,ILBAN B 72 INCH ??10,2021.08.20,10,?╉拡?勲,,
2021.08.20,OR10,DB10,?膘毎?侅偓,1804596,20,1000886,ILBAN B 72 INCH ??10,2021.08.20,10,?╉拡?勲,
2021.08.20,OR10,DB20,?欖澕?轨垬瓿犽氩姼,1804605,160,1000886,ILBAN B 72 INCH ??40,2021.08.20,40,?╉拡?勲,
2021.08.23,OR10,DB40,???欖澕,1804809,100,1000886,ILBAN B 72 INCH ??10,2021.08.23,10,?╉拡?勲,
2021.08.23,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1804868,100,1000886,ILBAN B 72 INCH ??20,2021.08.23,20,?╉拡?勲,
2021.08.23,OR10,DB40,?欖澕?奠儊,1805001,70,1000886,ILBAN B 72 INCH ??40,2021.08.23,40,?╉拡?勲,
2021.08.23,OR10,DB10,欤检嫕?岇偓 ?岉寣,1805107,40,1000886,ILBAN B 72 INCH ??8,2021.08.23,8,?╉拡?勲,
2021.08.24,OR10,DB10,?欖澕氩姼?侅偓,1805524,510,1000886,ILBAN B 72 INCH ??300,2021.08.24,300,?╉拡?勲,
2021.08.24,OR10,DB20,欤检嫕?岇偓 ?彪炒?办梾??1805779,100,1000886,ILBAN B 72 INCH ??20,2021.08.24,20,?╉拡?勲,,
2021.08.25,OR10,DB10,攵�?勳儊???滊┐),1805821,40,1000886,ILBAN B 72 INCH ??5,2021.08.25,5,?╉拡?勲,
2021.08.25,OR10,DB40,?欖澕氩姼??1806013,40,1000886,ILBAN B 72 INCH ??40,2021.08.25,40,?╉拡?勲,,
2021.08.25,OR10,DB40,?欖澕?橃?旖橂矤?措波??1806017,30,1000886,ILBAN B 72 INCH ??5,2021.08.25,5,?╉拡?勲,,
2021.08.25,OR10,DB10,?膘毎?侅偓,1806030,880,1000886,ILBAN B 72 INCH ??20,2021.08.25,20,?╉拡?勲,
2021.08.25,OR10,DB10,?膘毎?侅偓,1806083,130,1000886,ILBAN B 72 INCH ??10,2021.08.25,10,?╉拡?勲,
2021.08.26,OR10,DB20,?リ淡膦呿暕?侁车??1806344,10,1000886,ILBAN B 72 INCH ??20,2021.08.26,20,?╉拡?勲,,
2021.08.26,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1806641,10,1000886,ILBAN B 72 INCH ??10,2021.08.26,10,?╉拡?勲,,
2021.08.26,OR10,DB20,?レ??1806710,40,1000886,ILBAN B 72 INCH ??20,2021.08.26,20,?╉拡?勲,,
2021.08.27,OR10,DB10,?膘毎?侅偓,1806799,40,1000886,ILBAN B 72 INCH ??20,2021.08.27,20,?╉拡?勲,
2021.08.30,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1807156,330,1000886,ILBAN B 72 INCH ??3,2021.08.30,3,?╉拡?勲,
2021.08.30,OR10,DB10,?膘毎?侅偓,1807446,170,1000886,ILBAN B 72 INCH ??10,2021.08.30,10,?╉拡?勲,
2021.08.30,OR10,DB20,歆勴潵?侅偓,1807453,30,1000886,ILBAN B 72 INCH ??20,2021.08.30,20,?╉拡?勲,
2021.08.30,OR10,DB10,?欖澕?缄磻?办梾,1807704,330,1000886,ILBAN B 72 INCH ??20,2021.08.30,20,?╉拡?勲,
2021.08.31,OR10,DB10,氚橂弰?侅偓,1807744,170,1000886,ILBAN B 72 INCH ??20,2021.08.31,20,?╉拡?勲,
2021.08.31,OR10,DB10,?膘毎?侅偓,1807791,90,1000886,ILBAN B 72 INCH ??5,2021.08.31,5,?╉拡?勲,
2021.08.31,OR10,DB10,攵�?勳儊???滊┐),1807989,40,1000886,ILBAN B 72 INCH ??10,2021.08.31,10,?╉拡?勲,
2021.09.01,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1808362,120,1000886,ILBAN B 72 INCH ??40,2021.09.01,40,?╉拡?勲,
2021.09.01,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1808420,10,1000886,ILBAN B 72 INCH ??12,2021.09.01,12,?╉拡?勲,
2021.09.01,OR10,DB20,?滌劚?侁车(欤?,1808430,20,1000886,ILBAN B 72 INCH ??20,2021.09.01,20,?╉拡?勲,
2021.09.01,OR10,CS40,?欖澕?办梾(?滌矞),1808462,30,1000886,ILBAN B 72 INCH ??20,2021.09.01,20,?╉拡?勲,
2021.09.01,OR10,DB20,?滌嫚?レ晫?ろ厡??1808534,10,1000886,ILBAN B 72 INCH ??20,2021.09.01,20,?╉拡?勲,,
2021.09.01,OR10,DB10,?膘毎?侅偓,1808668,140,1000886,ILBAN B 72 INCH ??10,2021.09.01,10,?╉拡?勲,
2021.09.01,OR10,DB10,?膘毎?侅偓,1808673,20,1000886,ILBAN B 72 INCH ??40,2021.09.01,40,?╉拡?勲,
2021.09.01,OR10,DB40,?欖澕氩姼??1808684,60,1000886,ILBAN B 72 INCH ??60,2021.09.01,60,?╉拡?勲,,
2021.09.02,OR10,DB10,氚橂弰?侅偓,1808906,220,1000886,ILBAN B 72 INCH ??20,2021.09.02,20,?╉拡?勲,
2021.09.02,OR10,DB40,?欖澕?奠儊,1808909,730,1000886,ILBAN B 72 INCH ??40,2021.09.02,40,?╉拡?勲,
2021.09.02,OR10,DB40,?欖澕?橃?旖橂矤?措波??1808951,20,1000886,ILBAN B 72 INCH ??20,2021.09.02,20,?╉拡?勲,,
2021.09.02,OR10,DB40,?欖澕膦呿暕?岉伂,1809234,110,1000886,ILBAN B 72 INCH ??20,2021.09.02,20,?╉拡?勲,
2021.09.03,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1809444,50,1000886,ILBAN B 72 INCH ??40,2021.09.03,40,?╉拡?勲,
2021.09.06,OR10,DB20,?胳檿?办梾,1809963,40,1000886,ILBAN B 72 INCH ??20,2021.09.06,20,?╉拡?勲,
2021.09.06,OR10,DB20,?滍暅?燫&B,1810081,120,1000886,ILBAN B 72 INCH ??100,2021.09.06,100,?╉拡?勲,
2021.09.06,OR10,DB20,?滉父?办梾,1810083,20,1000886,ILBAN B 72 INCH ??40,2021.09.06,40,?╉拡?勲,
2021.09.06,OR10,DB10,?膘毎?侅偓,1810151,70,1000886,ILBAN B 72 INCH ??10,2021.09.06,10,?╉拡?勲,
2021.09.06,OR10,DB40,?欖澕氩姼??1810225,60,1000886,ILBAN B 72 INCH ??40,2021.09.06,40,?╉拡?勲,,
2021.09.06,OR10,DB40,???欖澕,1810260,30,1000886,ILBAN B 72 INCH ??40,2021.09.06,40,?╉拡?勲,
2021.09.06,OR10,DB40,???欖澕,1810312,50,1000886,ILBAN B 72 INCH ??25,2021.09.06,25,?╉拡?勲,
2021.09.07,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1810350,10,1000886,ILBAN B 72 INCH ??60,2021.09.07,60,?╉拡?勲,
2021.09.07,OR10,DB40,???欖澕,1810475,10,1000886,ILBAN B 72 INCH ??8,2021.09.07,8,?╉拡?勲,
2021.09.07,OR10,DB10,?欖澕氩姼(甏戩＜),1810520,110,1000886,ILBAN B 72 INCH ??100,2021.09.07,100,?╉拡?勲,
2021.09.07,OR10,DB10,?膘毎?侅偓,1810531,10,1000886,ILBAN B 72 INCH ??40,2021.09.07,40,?╉拡?勲,
2021.09.07,OR10,DB20,觳滌晥?欖澕氩姼,1810684,50,1000886,ILBAN B 72 INCH ??20,2021.09.07,20,?╉拡?勲,
2021.09.08,OR10,DB20,?滌嫚?レ晫?ろ厡??1811121,10,1000886,ILBAN B 72 INCH ??20,2021.09.08,20,?╉拡?勲,,
2021.09.08,OR10,DB20,氩旍毎?奠儊,1811165,40,1000886,ILBAN B 72 INCH ??20,2021.09.08,20,?╉拡?勲,
2021.09.08,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1811341,50,1000886,ILBAN B 72 INCH ??20,2021.09.08,20,?╉拡?勲,,
2021.09.09,EX10,OS10,Rultrans Transmisyon San. ve Tic. A,1811503,580,1005960,ILBAN B 72 INCH OHS EX,63,2021.11.15,63,?╉拡?勲
2021.09.09,OR10,DB40,?欖澕?橃?旖橂矤?措波??1811598,40,1000886,ILBAN B 72 INCH ??10,2021.09.09,10,?╉拡?勲,,
2021.09.09,OR10,DB40,?欖澕氩姼??1811679,50,1000886,ILBAN B 72 INCH ??20,2021.09.09,20,?╉拡?勲,,
2021.09.10,EX10,OS40,"DRB AMERICA, INC.",1811771,1060,1005960,ILBAN B 72 INCH OHS EX,126,2021.11.18,126,?╉拡?勲
2021.09.10,OR10,DB20,(欤?臁办澕?侁车,1811815,120,1000886,ILBAN B 72 INCH ??20,2021.09.10,20,?╉拡?勲,
2021.09.10,OR10,DB40,?欖澕?奠儊,1811841,70,1000886,ILBAN B 72 INCH ??60,2021.09.10,60,?╉拡?勲,
2021.09.10,OR10,DB20,?�?滊波??1811940,290,1000886,ILBAN B 72 INCH ??60,2021.09.10,60,?╉拡?勲,,
2021.09.10,OR10,DB40,?�?愳儊??1811958,20,1000886,ILBAN B 72 INCH ??40,2021.09.10,40,?╉拡?勲,,
2021.09.10,OR10,DB20,?欖澕?办梾,1812027,80,1000886,ILBAN B 72 INCH ??40,2021.09.10,40,?╉拡?勲,
2021.09.10,OR10,DB20,?滌劚?侁车(欤?,1812142,40,1000886,ILBAN B 72 INCH ??20,2021.09.10,20,?╉拡?勲,
2021.09.13,OR10,DB20,?欖澕?办梾,1812246,10,1000886,ILBAN B 72 INCH ??40,2021.09.13,40,?╉拡?勲,
2021.09.13,OR10,DB40,?欖澕膦呿暕?岉伂,1812471,60,1000886,ILBAN B 72 INCH ??10,2021.09.13,10,?╉拡?勲,
2021.09.14,OR10,DB20,欤检嫕?岇偓 ?彪炒?办梾??1812963,10,1000886,ILBAN B 72 INCH ??40,2021.09.14,40,?╉拡?勲,,
2021.09.14,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1813043,30,1000886,ILBAN B 72 INCH ??20,2021.09.14,20,?╉拡?勲,,
2021.09.14,OR10,DB20,?滌嫚?レ晫?ろ厡??1813259,20,1000886,ILBAN B 72 INCH ??20,2021.09.14,20,?╉拡?勲,,
2021.09.15,OR10,DB40,???欖澕,1813375,10,1000886,ILBAN B 72 INCH ??40,2021.09.15,40,?╉拡?勲,
2021.09.15,OR10,DB20,(欤??柬潵?曤??旐暀,1813520,70,1000886,ILBAN B 72 INCH ??5,2021.09.15,5,?╉拡?勲,
2021.09.15,OR10,DB20,?旍劚氍检偘,1813568,10,1000886,ILBAN B 72 INCH ??20,2021.09.15,20,?╉拡?勲,
2021.09.15,OR10,DB40,?欖澕?奠儊,1813707,10,1000886,ILBAN B 72 INCH ??60,2021.09.15,60,?╉拡?勲,
2021.09.15,OR10,DB40,?欖澕氩姼??1813725,30,1000886,ILBAN B 72 INCH ??40,2021.09.15,40,?╉拡?勲,,
2021.09.15,OR10,DB40,???欖澕,1813785,80,1000886,ILBAN B 72 INCH ??5,2021.09.15,5,?╉拡?勲,
2021.09.16,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1813913,30,1000886,ILBAN B 72 INCH ??40,2021.09.16,40,?╉拡?勲,
2021.09.16,OR10,DB20,?胳檿?办梾,1814009,20,1000886,ILBAN B 72 INCH ??40,2021.09.16,40,?╉拡?勲,
2021.09.17,OR10,DB10,氚橂弰?侅偓,1814321,20,1000886,ILBAN B 72 INCH ??20,2021.09.17,20,?╉拡?勲,
2021.09.23,OR10,DB20,歆勴潵?侅偓,1814784,50,1000886,ILBAN B 72 INCH ??40,2021.09.23,40,?╉拡?勲,
2021.09.23,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1814803,10,1000886,ILBAN B 72 INCH ??20,2021.09.28,20,?╉拡?勲,,
2021.09.23,OR10,DB20,?滌榿?办梾??1814851,10,1000886,ILBAN B 72 INCH ??20,2021.09.23,20,?╉拡?勲,,
2021.09.23,OR10,DB10,?欖澕氩姼(?胳偘),1814880,20,1000886,ILBAN B 72 INCH ??10,2021.09.23,10,?╉拡?勲,
2021.09.23,OR10,DB10,?欖澕?缄磻?办梾,1814911,30,1000886,ILBAN B 72 INCH ??20,2021.09.23,20,?╉拡?勲,
2021.09.24,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1815250,70,1000886,ILBAN B 72 INCH ??40,2021.09.24,40,?╉拡?勲,
2021.09.24,OR10,DB10,攵�?勳儊???滊┐),1815324,30,1000886,ILBAN B 72 INCH ??10,2021.09.24,10,?╉拡?勲,
2021.09.24,OR10,DB10,?欖澕?缄磻?办梾,1815361,210,1000886,ILBAN B 72 INCH ??20,2021.09.24,20,?╉拡?勲,
2021.09.25,OR10,DB10,?欖澕氩姼(?勳＜),1815423,10,1000886,ILBAN B 72 INCH ??10,2021.09.25,10,?╉拡?勲,
2021.09.27,OR10,DB20,瓯办劚?办梾,1815731,10,1000886,ILBAN B 72 INCH ??40,2021.09.27,40,?╉拡?勲,
2021.09.27,OR10,DB10,欤检嫕?岇偓 ?岉寣,1815853,20,1000886,ILBAN B 72 INCH ??20,2021.09.27,20,?╉拡?勲,
2021.09.28,OR10,DB20,(欤?臁办澕?侁车,1816164,10,1000886,ILBAN B 72 INCH ??80,2021.09.28,80,?╉拡?勲,
2021.09.28,OR10,DB40,?欖澕氩姼??1816340,60,1000886,ILBAN B 72 INCH ??40,2021.09.28,40,?╉拡?勲,,
2021.09.28,OR10,DB20,?滌嫚?レ晫?ろ厡??1816397,30,1000886,ILBAN B 72 INCH ??20,2021.09.28,20,?╉拡?勲,,
2021.09.29,OR10,DB10,氚橂弰?侅偓,1816574,130,1000886,ILBAN B 72 INCH ??40,2021.09.29,40,?╉拡?勲,
2021.09.29,OR10,DB20,歆勴潵?侅偓,1816599,50,1000886,ILBAN B 72 INCH ??40,2021.09.29,40,?╉拡?勲,
2021.09.29,OR10,DB10,?膘毎?侅偓,1816684,400,1000886,ILBAN B 72 INCH ??20,2021.09.29,20,?╉拡?勲,
2021.09.29,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1816860,50,1000886,ILBAN B 72 INCH ??10,2021.09.29,10,?╉拡?勲,,
2021.09.30,OR10,DB20,(欤??柬潵?曤??旐暀,1817071,20,1000886,ILBAN B 72 INCH ??30,2021.09.30,30,?╉拡?勲,
2021.09.30,OR10,DB10,?欖澕?缄磻?办梾,1817090,50,1000886,ILBAN B 72 INCH ??20,2021.09.30,20,?╉拡?勲,
2021.09.30,OR10,DB10,?�毳欖?╈儊??1817215,30,1000886,ILBAN B 72 INCH ??20,2021.09.30,20,?╉拡?勲,,
2021.09.30,OR10,DB20,?滉父?办梾,1817238,190,1000886,ILBAN B 72 INCH ??20,2021.09.30,20,?╉拡?勲,
2021.09.30,OR10,DB40,?欖澕氩姼??1817313,130,1000886,ILBAN B 72 INCH ??80,2021.09.30,80,?╉拡?勲,,
2021.10.01,OR10,DB40,???欖澕,1817474,170,1000886,ILBAN B 72 INCH ??40,2021.10.01,40,?╉拡?勲,
2021.10.01,OR10,DB40,?欖晞氩姼??1817504,60,1000886,ILBAN B 72 INCH ??20,2021.10.01,20,?╉拡?勲,,
2021.10.01,OR10,DB40,?欖澕膦呿暕?岉伂,1817548,50,1000886,ILBAN B 72 INCH ??20,2021.10.01,20,?╉拡?勲,
2021.10.01,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1817554,10,1000886,ILBAN B 72 INCH ??60,2021.10.01,60,?╉拡?勲,
2021.10.01,OR10,DB10,?欖澕?缄磻?办梾,1817657,370,1000886,ILBAN B 72 INCH ??20,2021.10.01,20,?╉拡?勲,
2021.10.02,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1817725,110,1000886,ILBAN B 72 INCH ??60,2021.10.02,60,?╉拡?勲,
2021.10.04,OR10,DB20,?滉父?办梾,1817770,490,1000886,ILBAN B 72 INCH ??20,2021.10.04,20,?╉拡?勲,
2021.10.05,OR10,DB10,?犾澕?侅偓,1817947,20,1000886,ILBAN B 72 INCH ??20,2021.10.05,20,?╉拡?勲,
2021.10.05,EX10,OS10,FIRST INTERNATIONAL BUSINESS L.L.C.,1818054,1160,1005960,ILBAN B 72 INCH OHS EX,62,2022.03.01,62,?╉拡?勲
2021.10.05,OR10,DB20,?レ??1818239,40,1000886,ILBAN B 72 INCH ??20,2021.10.05,20,?╉拡?勲,,
2021.10.07,OR10,DB20,?�?滊波??1819031,310,1000886,ILBAN B 72 INCH ??20,2021.10.07,20,?╉拡?勲,,
2021.10.07,OR10,DB10,?膘毎?侅偓,1819077,220,1000886,ILBAN B 72 INCH ??60,2021.10.07,60,?╉拡?勲,
2021.10.07,OR10,DB20,?滌嫚?レ晫?ろ厡??1819085,10,1000886,ILBAN B 72 INCH ??20,2021.10.07,20,?╉拡?勲,,
2021.10.07,OR10,DB40,???欖澕,1819098,50,1000886,ILBAN B 72 INCH ??20,2021.10.07,20,?╉拡?勲,
2021.10.07,OR10,DB40,?欖澕氩姼??1819217,20,1000886,ILBAN B 72 INCH ??100,2021.10.07,100,?╉拡?勲,,
2021.10.07,OR10,DB10,?膘毎?侅偓,1819346,30,1000886,ILBAN B 72 INCH ??60,2021.10.07,60,?╉拡?勲,
2021.10.07,OR10,DB10,?欖澕氩姼(?胳偘),1819372,20,1000886,ILBAN B 72 INCH ??10,2021.10.07,10,?╉拡?勲,
2021.10.08,OR10,DB20,?滌嫚?レ晫?ろ厡??1819464,30,1000886,ILBAN B 72 INCH ??20,2021.10.08,20,?╉拡?勲,,
2021.10.08,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1819649,90,1000886,ILBAN B 72 INCH ??40,2021.10.08,40,?╉拡?勲,
2021.10.12,OR10,DB10,?欖澕膦呿暕?侅偓,1820159,20,1000886,ILBAN B 72 INCH ??20,2021.10.12,20,?╉拡?勲,
2021.10.12,OR10,DB20,(欤??柬潵?曤??旐暀,1820508,10,1000886,ILBAN B 72 INCH ??10,2021.10.12,10,?╉拡?勲,
2021.10.13,OR10,DB20,(欤?臁办澕?侁车,1820836,220,1000886,ILBAN B 72 INCH ??80,2021.10.13,80,?╉拡?勲,
2021.10.13,OR10,DB10,?膘毎?侅偓,1820845,20,1000886,ILBAN B 72 INCH ??40,2021.10.13,40,?╉拡?勲,
2021.10.14,OR10,DB20,欤检嫕?岇偓 ?彪炒?办梾??1821201,60,1000886,ILBAN B 72 INCH ??80,2021.10.14,80,?╉拡?勲,,
2021.10.14,OR10,DB20,?滌嫚?レ晫?ろ厡??1821545,60,1000886,ILBAN B 72 INCH ??20,2021.10.14,20,?╉拡?勲,,
2021.10.14,OR10,DB10,?欖澕氩姼?侅偓,1821550,10,1000886,ILBAN B 72 INCH ??100,2021.10.14,100,?╉拡?勲,
2021.10.15,OR10,DB10,?欖澕膦呿暕氍检偘,1821694,10,1000886,ILBAN B 72 INCH ??40,2021.10.15,40,?╉拡?勲,
2021.10.15,OR10,DB10,?欖澕膦呿暕氍检偘,1821708,10,1000886,ILBAN B 72 INCH ??20,2021.10.15,20,?╉拡?勲,
2021.10.15,OR10,DB40,?堧彊膦呿暕氩姼,1822033,280,1000886,ILBAN B 72 INCH ??20,2021.10.15,20,?╉拡?勲,
2021.10.15,OR10,DB20,?滌嫚?レ晫?ろ厡??1822107,10,1000886,ILBAN B 72 INCH ??20,2021.10.15,20,?╉拡?勲,,
2021.10.18,OR10,DB20,(欤??柬潵?曤??旐暀,1822263,90,1000886,ILBAN B 72 INCH ??20,2021.10.18,20,?╉拡?勲,
2021.10.18,OR10,DB10,?膘毎?侅偓,1822652,140,1000886,ILBAN B 72 INCH ??20,2021.10.18,20,?╉拡?勲,
2021.10.18,OR10,DB10,?欖澕?缄磻?办梾,1822731,310,1000886,ILBAN B 72 INCH ??40,2021.10.18,40,?╉拡?勲,
2021.10.19,OR10,DB20,?滌榿?办梾??1822996,10,1000886,ILBAN B 72 INCH ??40,2021.10.19,40,?╉拡?勲,,
2021.10.19,OR10,DB20,?欖澕?办梾,1823175,10,1000886,ILBAN B 72 INCH ??40,2021.10.19,40,?╉拡?勲,
2021.10.20,OR10,DB20,?胳檿?办梾,1823471,10,1000886,ILBAN B 72 INCH ??20,2021.10.20,20,?╉拡?勲,
2021.10.20,OR10,DB40,?欖澕?奠儊,1823561,40,1000886,ILBAN B 72 INCH ??40,2021.10.20,40,?╉拡?勲,
2021.10.20,OR10,DB20,?滌嫚?レ晫?ろ厡??1823588,50,1000886,ILBAN B 72 INCH ??40,2021.10.20,40,?╉拡?勲,,
2021.10.20,OR10,DB10,?欖澕?缄磻?办梾,1823753,170,1000886,ILBAN B 72 INCH ??40,2021.10.20,40,?╉拡?勲,
2021.10.21,OR10,DB20,?滌澕?办梾??1823899,10,1000886,ILBAN B 72 INCH ??20,2021.10.21,20,?╉拡?勲,,
2021.10.21,OR10,DB40,?欖澕膦呿暕?岉伂,1823920,10,1000886,ILBAN B 72 INCH ??30,2021.10.21,30,?╉拡?勲,
2021.10.21,OR10,DB10,?欖澕氩姼(?胳偘),1823929,20,1000886,ILBAN B 72 INCH ??15,2021.10.21,15,?╉拡?勲,
2021.10.22,OR10,DB10,?膘毎?侅偓,1824432,530,1000886,ILBAN B 72 INCH ??200,2021.10.22,200,?╉拡?勲,
2021.10.22,OR10,DB20,?胳檿?办梾,1824546,10,1000886,ILBAN B 72 INCH ??20,2021.10.22,20,?╉拡?勲,
2021.10.22,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1824559,20,1000886,ILBAN B 72 INCH ??20,2021.10.22,20,?╉拡?勲,
2021.10.22,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1824632,100,1000886,ILBAN B 72 INCH ??40,2021.10.22,40,?╉拡?勲,
2021.10.22,OR10,DB20,?欖澕?办梾,1824772,100,1000886,ILBAN B 72 INCH ??20,2021.10.22,20,?╉拡?勲,
2021.10.23,OR10,DB20,?レ??1824841,20,1000886,ILBAN B 72 INCH ??20,2021.10.23,20,?╉拡?勲,,
2021.10.25,OR10,DB20,?滉父?办梾,1825096,100,1000886,ILBAN B 72 INCH ??20,2021.10.25,20,?╉拡?勲,
2021.10.25,OR10,DB10,?欖澕氩姼?侅偓,1825239,30,1000886,ILBAN B 72 INCH ??100,2021.10.25,100,?╉拡?勲,
2021.10.26,OR10,DB40,?欖晞氩姼??1825573,40,1000886,ILBAN B 72 INCH ??20,2021.10.26,20,?╉拡?勲,,
2021.10.28,OR10,DB20,?滍暅?燫&B,1826460,90,1000886,ILBAN B 72 INCH ??120,2021.10.28,120,?╉拡?勲,
2021.10.28,OR10,DB10,?欖澕膦呿暕?侅偓(甑办偘),1826631,10,1000886,ILBAN B 72 INCH ??20,2021.10.28,20,?╉拡?勲,
2021.10.28,OR10,DB10,?欖澕?缄磻?办梾,1826781,160,1000886,ILBAN B 72 INCH ??20,2021.10.28,20,?╉拡?勲,
2021.10.29,OR10,DB20,(欤??柬潵?曤??旐暀,1826977,180,1000886,ILBAN B 72 INCH ??10,2021.10.29,10,?╉拡?勲,
2021.10.29,OR10,DB40,?欖澕氩姼??1827156,280,1000886,ILBAN B 72 INCH ??200,2021.10.29,200,?╉拡?勲,,
2021.10.30,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1827299,60,1000886,ILBAN B 72 INCH ??40,2021.10.30,40,?╉拡?勲,
2021.10.30,OR10,DB20,?滌劚?侁车(欤?,1827307,10,1000886,ILBAN B 72 INCH ??20,2021.10.30,20,?╉拡?勲,
2021.11.01,OR10,DB20,觳滌晥?欖澕氩姼,1827495,30,1000886,ILBAN B 72 INCH ??40,2021.11.01,40,?╉拡?勲,
2021.11.01,OR10,DB40,?欖澕?奠儊,1827697,770,1000886,ILBAN B 72 INCH ??20,2021.11.01,20,?╉拡?勲,
2021.11.01,OR10,DB10,?膘毎?侅偓,1827809,40,1000886,ILBAN B 72 INCH ??10,2021.11.01,10,?╉拡?勲,
2021.11.02,OR10,DB10,?欖澕氩姼(?勳＜),1828073,60,1000886,ILBAN B 72 INCH ??10,2021.11.02,10,?╉拡?勲,
2021.11.02,OR10,DB10,欤检嫕?岇偓 ?岉寣,1828255,20,1000886,ILBAN B 72 INCH ??10,2021.11.02,10,?╉拡?勲,
2021.11.02,OR10,DB10,?膘毎?侅偓,1828275,40,1000886,ILBAN B 72 INCH ??20,2021.11.02,20,?╉拡?勲,
2021.11.02,OR10,DB20,?欖澕?办梾,1828326,30,1000886,ILBAN B 72 INCH ??20,2021.11.02,20,?╉拡?勲,
2021.11.02,OR10,DB10,攵�?勳儊???滊┐),1828342,20,1000886,ILBAN B 72 INCH ??10,2021.11.02,10,?╉拡?勲,
2021.11.03,OR10,DB20,?滌嫚?レ晫?ろ厡??1828438,120,1000886,ILBAN B 72 INCH ??40,2021.11.03,40,?╉拡?勲,,
2021.11.03,OR10,DB10,?膘毎?侅偓,1828591,50,1000886,ILBAN B 72 INCH ??20,2021.11.03,20,?╉拡?勲,
2021.11.04,OR10,DB10,?膘毎?侅偓,1829027,70,1000886,ILBAN B 72 INCH ??40,2021.11.04,40,?╉拡?勲,
2021.11.05,OR10,DB10,?膘毎?侅偓,1829360,50,1000886,ILBAN B 72 INCH ??5,2021.11.05,5,?╉拡?勲,
2021.11.05,OR10,DB40,?欖澕?橃?旖橂矤?措波??1829414,30,1000886,ILBAN B 72 INCH ??60,2021.11.05,60,?╉拡?勲,,
2021.11.05,OR10,DB10,?欖澕膦呿暕氍检偘,1829427,10,1000886,ILBAN B 72 INCH ??60,2021.11.05,60,?╉拡?勲,
2021.11.05,OR10,DB10,?犾澕?侅偓,1829454,100,1000886,ILBAN B 72 INCH ??20,2021.11.05,20,?╉拡?勲,
2021.11.05,OR10,DB20,(欤?臁办澕?侁车,1829504,250,1000886,ILBAN B 72 INCH ??80,2021.11.05,80,?╉拡?勲,
2021.11.05,OR10,DB40,???欖澕,1829532,270,1000886,ILBAN B 72 INCH ??40,2021.11.05,40,?╉拡?勲,
2021.11.06,OR10,DB10,?欖澕氩姼(?胳偘),1829735,130,1000886,ILBAN B 72 INCH ??10,2021.11.06,10,?╉拡?勲,
2021.11.06,OR10,DB20,欤检嫕?岇偓 ?胳檿?侅偓,1829757,50,1000886,ILBAN B 72 INCH ??40,2021.11.06,40,?╉拡?勲,
2021.11.08,OR10,DB10,?膘毎?侅偓,1829871,20,1000886,ILBAN B 72 INCH ??20,2021.11.08,20,?╉拡?勲,
2021.11.08,OR10,DB40,???欖澕,1829985,20,1000886,ILBAN B 72 INCH ??38,2021.11.08,38,?╉拡?勲,
