OrderDate,SalesOrder,OrderType,SalesOffice,SPName,MaterialCode,ItemDescription,OrderQty
2018.11.07,1476936,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.08,1476968,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,20 
2018.11.08,1477001,OR10,DB40,동일벨트사,1000886,ILBAN B 72 INCH 내,6 
2018.11.08,1477071,OR10,DB20,흥진사,1000886,ILBAN B 72 INCH 내,5 
2018.11.08,1477100,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,4 
2018.11.08,1477102,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,60 
2018.11.08,1477128,OR30,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,10 
2018.11.09,1477325,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,40 
2018.11.09,1477446,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,24 
2018.11.09,1477467,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,40 
2018.11.12,1477757,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.12,1477780,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.12,1477889,OR10,DB30,천안동일벨트,1000886,ILBAN B 72 INCH 내,20 
2018.11.12,1478014,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.13,1478057,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,20 
2018.11.13,1478160,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.13,1478199,OR30,DB20,범우통상,1000886,ILBAN B 72 INCH 내,20 
2018.11.13,1478445,OR10,CS40,(주)삼표시멘트,1000886,ILBAN B 72 INCH 내,6 
2018.11.13,1478445,OR10,CS40,(주)삼표시멘트,1000886,ILBAN B 72 INCH 내,15 
2018.11.13,1478464,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.11.14,1478562,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2018.11.14,1478598,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,40 
2018.11.14,1478608,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2018.11.14,1478666,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.11.14,1478678,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.15,1479085,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.11.15,1479088,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,5 
2018.11.15,1479153,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.11.16,1479197,OR30,DB20,흥국종합상공사,1000886,ILBAN B 72 INCH 내,20 
2018.11.16,1479298,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,10 
2018.11.19,1479597,OR30,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.19,1479656,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.19,1479662,OR10,DB40,동일종합테크,1000886,ILBAN B 72 INCH 내,20 
2018.11.19,1479783,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2018.11.19,1479819,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.11.19,1479823,OR40,DB30,동원철물,1000886,ILBAN B 72 INCH 내,20 
2018.11.19,1479859,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.11.19,1479888,OR10,DB40,동일종합테크,1000886,ILBAN B 72 INCH 내,10 
2018.11.20,1479972,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,10 
2018.11.20,1480013,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,5 
2018.11.20,1480115,OR30,DB20,주식회사 성보산업사,1000886,ILBAN B 72 INCH 내,20 
2018.11.20,1480162,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.20,1480171,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.20,1480178,OR10,DB40,동일수지콘베어벨트,1000886,ILBAN B 72 INCH 내,10 
2018.11.20,1480288,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,15 
2018.11.20,1480290,OR30,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,20 
2018.11.21,1480373,OR40,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,20 
2018.11.21,1480569,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,4 
2018.11.21,1480640,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.11.22,1480720,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,40 
2018.11.22,1480722,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.11.22,1480835,OR10,DB40,동일벨트사,1000886,ILBAN B 72 INCH 내,12 
2018.11.22,1480914,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2018.11.23,1481131,OR30,DB20,제일산업사,1000886,ILBAN B 72 INCH 내,20 
2018.11.26,1481492,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.11.26,1481506,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,40 
2018.11.26,1481530,OR10,DB30,동일벨트(광주),1000886,ILBAN B 72 INCH 내,60 
2018.11.26,1481608,OR10,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,10 
2018.11.26,1481644,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,6 
2018.11.26,1481676,OR10,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,3 
2018.11.27,1481766,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.27,1481818,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,9 
2018.11.27,1481941,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.11.27,1481964,OR10,DB30,(유)남원볼트공구백화점,1000886,ILBAN B 72 INCH 내,10 
2018.11.28,1482145,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,20 
2018.11.28,1482286,OR10,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,20 
2018.11.28,1482353,OR10,DB10,(주)동양 E N G,1000886,ILBAN B 72 INCH 내,50 
2018.11.28,1482385,OR10,DB20,인왕상사 이천,1000886,ILBAN B 72 INCH 내,40 
2018.11.29,1482633,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,18 
2018.11.30,1482834,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,4 
2018.11.30,1482967,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,7 
2018.12.01,1483040,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.12.01,1483058,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,60 
2018.12.03,1483131,OR30,DB20,범우통상,1000886,ILBAN B 72 INCH 내,20 
2018.12.03,1483176,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.12.03,1483287,OR10,DB30,대원상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.03,1483342,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,10 
2018.12.03,1483439,OR10,DB10,진성엔지니어링,1000886,ILBAN B 72 INCH 내,4 
2018.12.05,1484019,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,3 
2018.12.05,1484224,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,10 
2018.12.06,1484417,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,5 
2018.12.06,1484591,OR10,DB40,대경종합상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.06,1484599,OR10,DB20,신우기업,1000886,ILBAN B 72 INCH 내,2 
2018.12.06,1484615,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.12.07,1484675,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.12.07,1484685,OR10,DB10,승리상사(마산),1000886,ILBAN B 72 INCH 내,5 
2018.12.07,1484727,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.12.07,1484814,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,20 
2018.12.07,1484834,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,10 
2018.12.08,1485008,OR40,DB30,세기상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.10,1485098,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,5 
2018.12.11,1485381,OR30,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,100 
2018.12.11,1485428,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,5 
2018.12.11,1485500,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,22 
2018.12.11,1485618,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.12.11,1485655,OR10,DB20,디알비유니온벨티노 주식회사,1000886,ILBAN B 72 INCH 내,10 
2018.12.11,1485726,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2018.12.12,1485890,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.12.12,1485900,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2018.12.12,1485929,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,3 
2018.12.12,1485949,OR10,DB20,범우통상,1000886,ILBAN B 72 INCH 내,10 
2018.12.13,1486278,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,200 
2018.12.13,1486296,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.12.13,1486306,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.12.13,1486392,OR10,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,12 
2018.12.14,1486550,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,15 
2018.12.14,1486626,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,6 
2018.12.17,1487002,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,14 
2018.12.17,1487003,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,20 
2018.12.17,1487193,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.12.18,1487237,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.18,1487342,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.12.18,1487371,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,10 
2018.12.18,1487379,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2018.12.19,1487632,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.12.19,1487693,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.12.19,1487722,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,10 
2018.12.19,1487830,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,6 
2018.12.19,1487849,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,14 
2018.12.20,1488000,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.12.21,1488369,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,40 
2018.12.21,1488407,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.24,1488679,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.24,1488863,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,10 
2018.12.26,1489095,OR30,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,40 
2018.12.26,1489108,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,20 
2018.12.26,1489111,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,40 
2018.12.26,1489121,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,6 
2018.12.26,1489153,OR10,DB20,(주)조일상공,1000886,ILBAN B 72 INCH 내,60 
2018.12.26,1489172,OR10,DB30,천안동일벨트,1000886,ILBAN B 72 INCH 내,6 
2018.12.26,1489180,OR10,DB20,(주)조일상공,1000886,ILBAN B 72 INCH 내,40 
2018.12.26,1489181,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,6 
2018.12.26,1489276,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,30 
2018.12.27,1489451,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.28,1489682,OR10,DB10,반도상사,1000886,ILBAN B 72 INCH 내,20 
2018.12.28,1489744,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,15 
2019.01.02,1490052,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2019.01.02,1490108,OR30,DB20,제일산업사,1000886,ILBAN B 72 INCH 내,20 
2019.01.02,1490139,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2019.01.02,1490145,OR10,DB10,반도상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.02,1490298,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2019.01.02,1490367,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,6 
2019.01.04,1491140,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.04,1491170,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.04,1491245,EX10,OS10,HEERAK BANIJYALOY,1005960,ILBAN B 72 INCH OHS EX,120 
2019.01.04,1491257,OR10,DB40,(주)대동,1000886,ILBAN B 72 INCH 내,200 
2019.01.04,1491279,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2019.01.04,1491470,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2019.01.04,1491477,OR10,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,5 
2019.01.07,1491618,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2019.01.07,1491883,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2019.01.08,1492021,OR30,DB20,흥국종합상공사,1000886,ILBAN B 72 INCH 내,30 
2019.01.08,1492037,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,3 
2019.01.08,1492112,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,40 
2019.01.08,1492117,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.08,1492210,OR10,DB20,흥진사,1000886,ILBAN B 72 INCH 내,5 
2019.01.08,1492265,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,8 
2019.01.08,1492311,OR10,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,20 
2019.01.08,1492440,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,40 
2019.01.09,1492601,OR30,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.09,1492655,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,20 
2019.01.09,1492897,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,10 
2019.01.10,1493034,OR30,DB20,주식회사 성보산업사,1000886,ILBAN B 72 INCH 내,20 
2019.01.10,1493225,OR10,DB20,디알비유니온벨티노 주식회사,1000886,ILBAN B 72 INCH 내,30 
2019.01.11,1493415,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2019.01.12,1493748,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,8 
2019.01.12,1493754,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2019.01.14,1493874,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2019.01.14,1493881,OR10,DB10,동일종합산업,1000886,ILBAN B 72 INCH 내,10 
2019.01.14,1493894,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2019.01.14,1493979,OR10,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,11 
2019.01.14,1494059,OR10,DB10,진성엔지니어링,1000886,ILBAN B 72 INCH 내,10 
2019.01.14,1494088,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,2 
2019.01.15,1494348,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2019.01.15,1494541,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2019.01.15,1494746,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,6 
2019.01.16,1494795,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,40 
2019.01.16,1495042,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,100 
2019.01.16,1495115,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,10 
2019.02.19,1495288,OR10,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2019.01.17,1495329,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2019.01.17,1495344,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.17,1495493,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,4 
2019.01.17,1495507,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2019.01.17,1495568,OR10,DB40,동일종합테크,1000886,ILBAN B 72 INCH 내,6 
2019.01.17,1495572,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2019.01.17,1495668,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2019.01.18,1495692,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2019.01.18,1495777,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.18,1495889,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,40 
2019.01.18,1495892,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,20 
2019.01.18,1496089,OR30,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,20 
2019.01.21,1496208,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,20 
2019.01.21,1496468,OR10,DB40,동일수지콘베어벨트,1000886,ILBAN B 72 INCH 내,3 
2019.01.21,1496624,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2019.01.22,1496719,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,5 
2019.01.22,1496751,OR30,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,20 
2019.01.22,1496888,OR10,DB20,디알비유니온벨티노 주식회사,1000886,ILBAN B 72 INCH 내,6 
2019.01.22,1497025,OR40,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2019.01.23,1497194,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.23,1497239,OR30,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.23,1497304,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.23,1497413,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2019.01.28,1498748,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,60 
2019.01.28,1498794,OR30,DB20,진흥상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.28,1498832,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,18 
2019.01.29,1498908,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2019.01.29,1499087,OR10,DB20,신우기업,1000886,ILBAN B 72 INCH 내,2 
2019.01.29,1499162,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,20 
2019.01.29,1499251,OR10,DB30,대륙종합상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.29,1499254,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,40 
2019.01.30,1499384,OR10,DB20,흥진사,1000886,ILBAN B 72 INCH 내,2 
2019.01.30,1499460,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,10 
2019.01.30,1499486,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.01.30,1499623,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2019.01.31,1499842,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,40 
2019.01.31,1500089,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2019.02.01,1500107,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2019.02.01,1500109,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2019.02.01,1500256,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,10 
2019.02.07,1500567,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,2 
2019.02.07,1500604,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,20 
2019.02.08,1500724,OR30,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,6 
2019.02.08,1500847,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.09,1501010,OR30,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,20 
2019.02.09,1501021,OR10,DB10,동일상공사,1000886,ILBAN B 72 INCH 내,20 
2019.02.11,1501123,OR10,DB40,통영기계상사,1000886,ILBAN B 72 INCH 내,20 
2019.02.11,1501308,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2019.02.11,1501351,OR30,DB30,천안동일벨트,1000886,ILBAN B 72 INCH 내,10 
2019.02.11,1501353,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2019.02.11,1501378,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,5 
2019.02.11,1501499,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,10 
2019.02.11,1501678,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.12,1501723,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2019.02.12,1501809,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2019.02.12,1501926,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2019.02.12,1501938,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2019.02.12,1502187,OR40,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,10 
2019.02.13,1502284,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,20 
2019.02.13,1502422,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,30 
2019.02.13,1502486,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.13,1502553,OR10,DB40,통영기계상사,1000886,ILBAN B 72 INCH 내,3 
2019.02.13,1502574,OR10,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,5 
2019.02.15,1503240,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,4 
2019.02.15,1503461,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,12 
2019.02.18,1503686,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2019.02.18,1503717,OR10,DB30,대륙종합상사,1000886,ILBAN B 72 INCH 내,20 
2019.02.18,1503742,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2019.02.18,1503818,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2019.02.18,1503819,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,20 
2019.02.18,1503886,OR10,DB20,씨텍(CETEC),1000886,ILBAN B 72 INCH 내,9 
2019.02.18,1503898,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2019.02.18,1504073,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,8 
2019.02.18,1504205,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2019.02.19,1504227,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2019.02.19,1504230,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2019.02.19,1504413,OR10,DB10,진성엔지니어링,1000886,ILBAN B 72 INCH 내,10 
2019.02.19,1504530,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,20 
2019.02.19,1504577,OR30,DB20,화성물산,1000886,ILBAN B 72 INCH 내,20 
2019.02.20,1504678,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.20,1504782,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.20,1504839,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,5 
2019.02.21,1505119,OR30,DB20,흥국종합상공사,1000886,ILBAN B 72 INCH 내,20 
2019.02.21,1505179,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2019.02.21,1505299,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,40 
2019.02.21,1505456,OR10,DB40,동일종합테크,1000886,ILBAN B 72 INCH 내,20 
2019.02.22,1505586,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,5 
2019.02.22,1505657,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,20 
2019.02.25,1505690,OR10,DB30,동일벨트상사,1000886,ILBAN B 72 INCH 내,200 
2019.02.22,1505709,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2019.02.22,1505719,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2019.02.22,1505747,OR10,DB40,통영기계상사,1000886,ILBAN B 72 INCH 내,10 
2019.02.22,1505858,OR10,DB20,코리아벨트 주식회사,1000886,ILBAN B 72 INCH 내,5 
2019.02.22,1505880,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,40 
2019.02.23,1505979,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2019.02.25,1506019,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2019.02.25,1506327,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2019.02.25,1506363,OR10,DB30,동일벨트(광주),1000886,ILBAN B 72 INCH 내,200 
2019.02.26,1506746,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,20 
2019.02.26,1506817,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2019.02.27,1507069,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,4 
2019.02.27,1507093,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2019.02.27,1507185,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2019.02.27,1507216,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
